index,feature,ground_truth,predicted
2645,education,-1,-1
2646,education,-1,-1
2651,education,1,-1
2652,education,1,1
2656,education,1,1
2658,education,1,1
2660,education,-1,-1
2661,education,-1,-1
2664,education,-1,-1
2667,education,1,-1
2674,education,1,1
2676,education,-1,-1
2685,education,-1,-1
2690,education,-1,-1
2693,education,1,1
2694,education,1,1
2697,education,-1,-1
2701,education,1,-1
2703,education,-1,-1
2706,education,-1,-1
2712,education,-1,-1
2715,education,-1,1
2717,education,1,-1
2718,education,-1,-1
2721,education,1,1
2722,education,-1,-1
2728,education,1,-1
2730,education,-1,-1
2736,education,1,-1
2742,education,-1,-1
2745,education,1,1
2746,education,-1,-1
2757,education,-1,-1
2760,education,-1,-1
2763,education,1,-1
2766,education,-1,-1
2768,education,1,1
2769,education,-1,-1
2772,education,-1,-1
2775,education,1,1
2778,education,1,1
2780,education,-1,-1
2784,education,1,-1
2785,education,1,-1
2787,education,-1,-1
2793,education,-1,-1
2796,education,-1,-1
2801,education,-1,-1
2803,education,-1,-1
2805,education,1,1
2808,education,-1,-1
2811,education,-1,-1
2814,education,-1,-1
2815,education,1,1
2817,education,-1,-1
2819,education,1,1
2820,education,-1,-1
2823,education,-1,-1
2826,education,-1,-1
2829,education,-1,-1
2835,education,-1,-1
2838,education,-1,-1
2839,education,1,1
2847,education,-1,-1
2859,education,-1,-1
2863,education,1,1
2865,education,1,1
2868,education,-1,-1
2873,education,1,-1
2874,education,-1,-1
2877,education,1,1
2880,education,-1,-1
2883,education,-1,-1
2889,education,1,1
2891,education,-1,-1
2893,education,1,-1
2895,education,-1,-1
2899,education,1,1
2901,education,-1,-1
2905,education,-1,-1
2907,education,-1,-1
2911,education,1,-1
2916,education,1,-1
2918,education,-1,-1
2919,education,-1,-1
2923,education,1,-1
2929,education,1,1
2934,education,-1,-1
2939,education,1,1
2941,education,-1,-1
2943,education,1,1
2948,education,-1,-1
2951,education,-1,-1
2958,education,-1,-1
2961,education,-1,-1
2964,education,-1,-1
2967,education,-1,-1
2970,education,-1,-1
2977,education,1,1
2982,education,-1,-1
2985,education,1,-1
2986,education,-1,-1
2989,education,1,1
2990,education,-1,-1
2991,education,1,-1
2995,education,-1,-1
2997,education,-1,-1
3000,education,-1,-1
3003,education,-1,-1
3006,education,1,1
3009,education,-1,-1
3010,education,1,1
3012,education,1,-1
3015,education,-1,-1
3021,education,-1,-1
3024,education,-1,-1
3027,education,-1,-1
3030,education,1,1
3031,education,-1,-1
3033,education,-1,-1
3037,education,-1,-1
3039,education,-1,-1
3043,education,-1,-1
3048,education,-1,-1
3051,education,1,1
3054,education,-1,-1
3057,education,-1,-1
3063,education,-1,-1
3066,education,-1,1
3068,education,1,1
3069,education,-1,-1
3070,education,1,1
3073,education,-1,-1
3083,education,1,1
3086,education,1,1
3090,education,-1,-1
3096,education,-1,-1
3097,education,1,1
3099,education,-1,-1
3102,education,1,1
3103,education,-1,-1
3105,education,1,1
3106,education,-1,-1
3108,education,-1,-1
3111,education,1,1
3113,education,-1,-1
3116,education,1,-1
3117,education,-1,-1
3120,education,-1,-1
3124,education,1,1
3129,education,-1,-1
3132,education,-1,-1
3134,education,1,-1
3136,education,-1,-1
3138,education,-1,-1
3141,education,-1,-1
3147,education,1,1
3148,education,-1,-1
3153,education,1,1
3154,education,-1,-1
3159,education,-1,-1
3161,education,1,1
3163,education,1,-1
3166,education,1,1
3171,education,-1,-1
3174,education,-1,-1
3180,education,-1,-1
3183,education,-1,-1
3186,education,-1,-1
3189,education,-1,-1
3192,education,-1,-1
3198,education,-1,-1
3210,education,-1,-1
3213,education,1,1
3220,education,-1,-1
3225,education,-1,-1
3228,education,1,-1
3233,education,1,-1
3234,education,1,-1
3237,education,-1,-1
3239,education,1,1
3240,education,1,-1
3243,education,-1,-1
3244,education,1,1
3247,education,-1,-1
3249,education,-1,-1
3256,education,1,-1
3258,education,1,1
3261,education,-1,-1
3264,education,1,-1
3266,education,1,1
3277,education,1,1
3282,education,-1,-1
3285,education,-1,-1
3288,education,-1,-1
3292,education,1,-1
3294,education,1,1
3296,education,-1,-1
3297,education,-1,-1
3299,education,1,1
3300,education,1,-1
3304,education,1,1
3306,education,-1,-1
3307,education,1,1
3310,education,1,1
3315,education,-1,-1
3317,education,1,1
3318,education,1,-1
3319,education,1,-1
3321,education,-1,-1
3324,education,-1,-1
3326,education,1,1
3327,education,-1,-1
3330,education,-1,-1
3333,education,-1,-1
3336,education,-1,-1
3348,education,-1,-1
3351,education,-1,-1
3354,education,-1,-1
3357,education,-1,-1
3363,education,1,-1
3367,education,-1,-1
3369,education,-1,-1
3372,education,1,1
3378,education,-1,-1
3381,education,-1,-1
3384,education,-1,-1
3386,education,1,1
3388,education,-1,-1
3389,education,1,-1
3390,education,1,-1
3395,education,-1,-1
3396,education,-1,-1
3399,education,-1,-1
3402,education,1,1
3407,education,1,1
3411,education,-1,-1
3418,education,1,1
3420,education,-1,-1
3429,education,-1,-1
3432,education,-1,-1
3436,education,-1,-1
3441,education,-1,-1
3445,education,1,-1
3447,education,-1,-1
3450,education,1,-1
3453,education,-1,-1
3456,education,1,1
3460,education,-1,-1
3464,education,1,1
3468,education,-1,-1
3474,education,-1,-1
3480,education,1,1
3483,education,-1,-1
3491,education,-1,-1
3492,education,1,1
3493,education,-1,-1
3496,education,-1,-1
3498,education,-1,-1
3504,education,-1,-1
3507,education,1,-1
3508,education,1,1
3510,education,-1,-1
3515,education,1,1
3516,education,-1,-1
3521,education,1,1
3522,education,-1,-1
3528,education,-1,-1
3533,education,-1,-1
3537,education,-1,-1
3540,education,-1,-1
3546,education,1,-1
3553,education,1,-1
3554,education,-1,-1
3555,education,-1,-1
3558,education,1,1
3559,education,-1,-1
3562,education,-1,-1
3567,education,1,-1
3573,education,1,1
3574,education,-1,-1
3579,education,1,1
3585,education,1,1
3586,education,-1,-1
3588,education,-1,-1
3591,education,1,1
3594,education,-1,-1
3597,education,-1,-1
3603,education,-1,-1
3610,education,-1,-1
3612,education,-1,-1
3614,education,1,-1
3615,education,-1,-1
3621,education,-1,-1
3622,education,1,1
3626,education,1,1
3627,education,1,-1
3629,education,-1,-1
3636,education,-1,-1
3640,education,-1,-1
3642,education,-1,-1
3645,education,1,-1
3651,education,-1,-1
3660,education,-1,-1
3663,education,-1,-1
3666,education,-1,-1
3667,education,1,1
3672,education,-1,-1
3678,education,-1,-1
3684,education,-1,-1
3686,education,1,-1
3687,education,-1,-1
3690,education,-1,-1
3693,education,-1,-1
3696,education,1,1
3702,education,1,-1
3712,education,1,1
3715,education,-1,-1
3718,education,1,1
3723,education,1,1
3724,education,-1,-1
3727,education,-1,-1
3729,education,-1,-1
3730,education,1,1
3732,education,-1,-1
3734,education,1,-1
3749,education,1,-1
3750,education,1,1
3754,education,1,-1
3755,education,1,1
3756,education,-1,-1
3760,education,-1,-1
3764,education,1,1
3765,education,-1,-1
3768,education,1,1
3774,education,-1,-1
3777,education,-1,-1
3780,education,-1,-1
3787,education,1,1
3792,education,-1,-1
3798,education,-1,-1
3800,education,1,-1
3801,education,-1,-1
3804,education,-1,-1
3807,education,-1,-1
3810,education,-1,-1
3813,education,1,-1
3816,education,-1,-1
3819,education,-1,-1
3822,education,-1,-1
3828,education,-1,-1
3829,education,1,1
3837,education,1,1
3838,education,-1,-1
3841,education,-1,-1
3843,education,1,1
3846,education,-1,-1
3850,education,1,1
3854,education,1,-1
3855,education,-1,-1
3859,education,-1,-1
3861,education,-1,-1
3864,education,-1,-1
3867,education,-1,-1
3870,education,1,1
3871,education,-1,-1
3873,education,-1,-1
3879,education,1,-1
3882,education,1,1
3884,education,-1,-1
3888,education,-1,-1
3890,education,1,-1
3892,education,-1,-1
3897,education,-1,-1
3900,education,1,-1
3908,education,1,1
3909,education,-1,-1
3915,education,-1,1
3920,education,1,-1
3922,education,1,1
3924,education,-1,-1
3928,education,1,1
3933,education,-1,-1
3935,education,1,1
3938,education,1,1
3939,education,-1,-1
3943,education,1,-1
3948,education,-1,-1
3957,education,-1,-1
3960,education,-1,-1
3963,education,-1,-1
3965,education,1,-1
3966,education,1,-1
3967,education,-1,-1
3969,education,-1,-1
3970,education,1,1
3972,education,1,-1
3975,education,1,1
3976,education,-1,-1
3981,education,-1,-1
3984,education,-1,-1
3987,education,-1,-1
3994,education,1,-1
3996,education,1,1
3997,education,-1,-1
4004,education,-1,-1
4006,education,-1,-1
4017,education,-1,-1
4020,education,1,1
4021,education,-1,-1
4024,education,-1,-1
4028,education,-1,-1
4035,education,1,1
4036,education,-1,-1
4039,education,-1,-1
4041,education,1,1
4043,education,-1,-1
4044,education,-1,-1
4048,education,1,-1
4056,education,1,1
4069,education,1,1
4074,education,1,-1
4077,education,1,1
4083,education,-1,-1
4084,education,1,1
4092,education,-1,-1
4094,education,1,-1
4099,education,-1,-1
4105,education,-1,-1
4107,education,-1,-1
4115,education,1,1
4116,education,-1,-1
4118,education,1,-1
4122,education,1,-1
4125,education,-1,-1
4128,education,-1,-1
4129,education,1,1
4137,education,-1,-1
4140,education,-1,-1
4144,education,-1,-1
4146,education,1,1
4149,education,-1,-1
4155,education,-1,-1
4158,education,1,-1
4160,education,-1,-1
4161,education,1,1
4164,education,1,1
4167,education,-1,-1
4173,education,-1,-1
4179,education,-1,-1
4181,education,1,-1
4187,education,1,1
4188,education,-1,-1
4190,education,1,1
4191,education,-1,-1
4194,education,-1,-1
4195,education,1,1
4200,education,-1,-1
4205,education,1,1
4209,education,-1,-1
4213,education,-1,-1
4215,education,-1,-1
4218,education,-1,-1
4223,education,1,1
4224,education,-1,-1
4229,education,1,1
4230,education,-1,-1
4236,education,1,1
4239,education,-1,-1
4242,education,-1,-1
4245,education,-1,1
4248,education,-1,-1
4250,education,1,1
4253,education,-1,-1
4256,education,1,-1
4263,education,-1,-1
4266,education,-1,-1
4267,education,1,-1
4270,education,1,1
4274,education,-1,-1
4275,education,-1,-1
4277,education,1,1
4278,education,-1,-1
4281,education,1,1
4284,education,-1,-1
4287,education,-1,-1
4291,education,1,1
4293,education,1,-1
4296,education,-1,-1
4302,education,1,-1
4305,education,-1,-1
4307,education,1,-1
4308,education,-1,-1
4312,education,-1,-1
4314,education,-1,-1
4317,education,1,1
4320,education,-1,-1
4326,education,-1,-1
4329,education,-1,-1
4332,education,-1,-1
4335,education,-1,-1
4341,education,1,1
4347,education,1,-1
4353,education,-1,-1
4355,education,1,-1
4366,education,-1,-1
4368,education,-1,-1
4371,education,-1,-1
4374,education,-1,-1
4377,education,1,1
4380,education,-1,-1
4383,education,1,1
4385,education,-1,-1
4387,education,1,-1
4393,education,-1,-1
4395,education,-1,-1
4397,education,1,1
4399,education,-1,-1
4401,education,-1,-1
4402,education,1,1
4404,education,-1,-1
4409,education,1,1
4410,education,-1,-1
4415,education,1,-1
4417,education,1,1
4418,education,-1,-1
4421,education,1,-1
4422,education,-1,-1
4424,education,1,1
4426,education,1,1
4428,education,-1,-1
4431,education,-1,-1
4437,education,-1,-1
4439,education,1,1
4440,education,-1,-1
4443,education,1,1
4444,education,-1,-1
4446,education,-1,-1
4449,education,-1,-1
4451,education,1,1
4452,education,1,1
4455,education,-1,-1
4456,education,1,1
4458,education,-1,-1
4461,education,-1,-1
4464,education,1,1
4467,education,1,-1
4470,education,-1,-1
4473,education,-1,-1
4476,education,-1,-1
4479,education,-1,-1
4482,education,-1,-1
4488,education,-1,-1
4494,education,-1,-1
4496,education,1,-1
4506,education,-1,-1
4509,education,-1,-1
4512,education,-1,-1
4518,education,-1,-1
4520,education,1,-1
4521,education,-1,-1
4525,education,1,-1
4527,education,-1,-1
4530,education,-1,-1
4532,education,1,1
4533,education,-1,-1
4535,education,1,1
4536,education,-1,1
4538,education,1,-1
4539,education,-1,-1
4545,education,-1,-1
4548,education,1,1
4551,education,-1,-1
4553,education,1,1
4557,education,1,1
4558,education,-1,-1
4569,education,-1,-1
4572,education,-1,-1
4576,education,-1,-1
4578,education,1,-1
4582,education,-1,-1
4587,education,1,1
4590,education,-1,-1
4592,education,1,1
4593,education,-1,-1
4596,education,-1,-1
4599,education,1,1
4601,education,-1,-1
4602,education,-1,-1
4605,education,-1,-1
4609,education,1,1
4613,education,1,-1
4617,education,1,1
4620,education,-1,-1
4623,education,-1,-1
4626,education,1,1
4629,education,-1,-1
4637,education,1,-1
4641,education,-1,-1
4642,education,1,1
4644,education,-1,-1
4648,education,1,-1
4652,education,1,1
4653,education,1,1
4656,education,-1,-1
4657,education,1,1
4659,education,-1,-1
4662,education,-1,-1
4665,education,-1,-1
4667,education,1,-1
4668,education,1,-1
4669,education,-1,-1
4674,education,1,1
4677,education,-1,-1
4681,education,-1,-1
4683,education,-1,-1
4692,education,-1,-1
4698,education,1,1
4700,education,-1,-1
4701,education,-1,-1
4704,education,-1,-1
4707,education,-1,-1
4708,education,1,1
4711,education,-1,-1
4715,education,1,1
4716,education,1,1
4721,education,1,1
4722,education,1,-1
4725,education,-1,-1
4728,education,-1,-1
4736,education,-1,-1
4740,education,-1,-1
4741,education,1,1
4743,education,-1,-1
4745,education,1,-1
4746,education,-1,-1
4748,education,1,-1
4749,education,1,-1
4753,education,-1,-1
4755,education,-1,-1
4759,education,-1,-1
4761,education,-1,-1
4764,education,1,1
4765,education,-1,-1
4767,education,-1,-1
4769,education,1,-1
4772,education,-1,-1
4779,education,-1,-1
4786,education,-1,-1
4787,education,1,1
4791,education,-1,-1
4797,education,1,-1
4800,education,-1,-1
4802,education,1,-1
4805,education,1,1
4806,education,-1,-1
4809,education,1,1
4811,education,1,1
4812,education,-1,-1
4815,education,1,1
4821,education,-1,-1
4824,education,-1,-1
4827,education,-1,-1
4833,education,-1,-1
4840,education,1,-1
4842,education,-1,-1
4844,education,1,-1
4846,education,1,-1
4847,education,-1,-1
4848,education,1,-1
4850,education,1,-1
4851,education,-1,-1
4856,education,1,1
4859,education,1,-1
4863,education,1,-1
4866,education,1,1
4869,education,1,-1
4871,education,-1,-1
4875,education,1,1
4882,education,1,1
4884,education,-1,-1
4890,education,-1,-1
4892,education,1,1
4896,education,1,-1
4899,education,-1,-1
4908,education,-1,-1
4911,education,1,1
4912,education,-1,-1
4914,education,-1,-1
4923,education,-1,-1
4926,education,-1,-1
4929,education,-1,-1
4932,education,1,1
4933,education,-1,-1
4936,education,-1,-1
4938,education,-1,-1
4941,education,1,1
4942,education,-1,-1
4947,education,-1,-1
4957,education,1,-1
4959,education,-1,-1
4962,education,-1,-1
4963,education,1,1
4968,education,-1,-1
4971,education,-1,-1
4974,education,1,-1
4977,education,-1,-1
4983,education,-1,-1
4989,education,-1,-1
4992,education,1,1
4998,education,1,1
5001,education,-1,-1
5003,education,1,-1
5004,education,1,1
5006,education,-1,-1
5009,education,-1,-1
5018,education,1,1
5019,education,-1,-1
5022,education,-1,-1
5023,education,1,1
5029,education,1,1
5031,education,-1,-1
5034,education,-1,-1
5041,education,1,-1
5043,education,1,-1
5050,education,1,-1
5051,education,-1,-1
5052,education,-1,-1
5056,education,-1,-1
5058,education,-1,-1
5061,education,-1,-1
5063,education,1,1
5066,education,1,-1
5067,education,-1,-1
5073,education,1,-1
5082,education,-1,-1
5083,education,1,1
5088,education,-1,-1
5093,education,-1,-1
5095,education,-1,-1
5100,education,1,1
5103,education,1,-1
5106,education,-1,-1
5107,education,1,1
5108,education,1,-1
5109,education,-1,-1
5115,education,-1,-1
5118,education,-1,-1
5121,education,-1,-1
5124,education,-1,-1
5125,education,1,1
5127,education,-1,-1
5133,education,-1,-1
5136,education,-1,-1
5140,education,-1,-1
5145,education,-1,-1
5146,education,1,1
5148,education,-1,-1
5155,education,1,1
5161,education,1,-1
5163,education,-1,-1
5166,education,1,1
5169,education,-1,-1
5172,education,-1,-1
5175,education,-1,-1
5178,education,-1,-1
5181,education,-1,-1
5185,education,1,1
5187,education,-1,-1
5190,education,-1,-1
5193,education,-1,-1
5196,education,-1,-1
5199,education,-1,-1
5201,education,1,-1
5202,education,1,1
5203,education,-1,-1
5205,education,1,1
5206,education,-1,-1
5208,education,-1,-1
5217,education,-1,1
5223,education,-1,-1
5226,education,-1,-1
5228,education,1,1
5230,education,-1,-1
5231,education,1,-1
5232,education,-1,-1
5234,education,1,1
5237,education,1,-1
5239,education,1,-1
5241,education,-1,-1
5251,education,1,1
5253,education,1,-1
5256,education,1,-1
5262,education,-1,-1
5265,education,-1,-1
5268,education,-1,-1
5270,education,1,1
5271,education,-1,-1
5274,education,-1,-1
5277,education,-1,-1
5280,education,-1,-1
5286,education,-1,-1
5292,education,-1,-1
5294,education,1,1
5295,education,1,1
5297,education,-1,-1
5299,education,-1,-1
5305,education,-1,-1
5307,education,1,-1
5310,education,-1,-1
5313,education,1,-1
5319,education,1,-1
5323,education,1,1
5325,education,1,-1
5328,education,-1,-1
5331,education,-1,-1
5334,education,-1,-1
5337,education,-1,-1
5340,education,1,1
5342,education,-1,-1
5349,education,-1,-1
5352,education,-1,-1
5355,education,-1,-1
5357,education,1,1
5362,education,-1,-1
5364,education,-1,-1
5365,education,1,-1
5367,education,1,-1
5370,education,-1,-1
5375,education,1,1
5377,education,-1,-1
5379,education,1,1
5381,education,-1,-1
5383,education,-1,1
5385,education,-1,-1
5389,education,1,1
5390,education,-1,-1
5391,education,-1,-1
5394,education,1,1
5398,education,-1,-1
5400,education,-1,-1
5403,education,-1,-1
5406,education,-1,-1
5409,education,-1,-1
5412,education,-1,-1
5422,education,1,1
5426,education,-1,-1
5427,education,1,1
5430,education,-1,-1
5433,education,-1,-1
5435,education,1,1
5437,education,-1,-1
5442,education,-1,-1
5445,education,-1,-1
5451,education,-1,-1
5459,education,1,1
5460,education,-1,-1
5463,education,-1,-1
5466,education,1,1
5469,education,-1,-1
5471,education,1,1
5473,education,-1,-1
5476,education,1,-1
5478,education,-1,-1
5481,education,-1,-1
5486,education,1,-1
5489,education,1,-1
5490,education,-1,-1
5493,education,-1,-1
5496,education,-1,-1
5499,education,-1,-1
5504,education,1,1
5505,education,-1,-1
5508,education,1,-1
5520,education,-1,-1
5522,education,1,1
5524,education,-1,-1
5530,education,-1,-1
5532,education,1,1
5534,education,-1,-1
5535,education,1,1
5536,education,-1,-1
5539,education,1,1
5541,education,-1,-1
5544,education,1,1
5547,education,1,-1
5548,education,1,-1
5551,education,1,-1
5556,education,1,1
5563,education,-1,-1
5568,education,-1,-1
5571,education,1,-1
5574,education,1,1
5578,education,1,-1
5581,education,1,1
5584,education,1,1
5586,education,1,1
5590,education,1,1
5592,education,-1,-1
5594,education,1,1
5595,education,-1,-1
5598,education,1,1
5601,education,-1,-1
5603,education,1,1
5604,education,-1,-1
5605,education,1,1
5609,education,1,-1
5610,education,-1,-1
5613,education,1,1
5616,education,-1,-1
5619,education,-1,-1
5622,education,-1,-1
5625,education,-1,-1
5627,education,1,1
5628,education,-1,-1
5631,education,-1,-1
5634,education,-1,-1
5635,education,1,1
5639,education,1,1
5640,education,-1,-1
5643,education,-1,-1
5646,education,-1,-1
5647,education,1,1
5652,education,-1,-1
5656,education,1,-1
5658,education,-1,-1
5661,education,-1,-1
5665,education,1,1
5670,education,-1,-1
5673,education,-1,-1
5676,education,-1,-1
5679,education,-1,-1
5680,education,1,1
5682,education,-1,-1
5685,education,-1,-1
5692,education,1,1
5697,education,-1,-1
5699,education,1,-1
5700,education,-1,1
5704,education,-1,-1
5706,education,-1,-1
5711,education,1,1
5712,education,-1,-1
5715,education,-1,-1
5718,education,-1,-1
5721,education,-1,-1
5727,education,1,1
5730,education,-1,-1
5732,education,1,-1
5736,education,-1,-1
5737,education,1,1
5741,education,1,1
5742,education,1,-1
5743,education,-1,-1
5745,education,-1,-1
5751,education,-1,-1
5754,education,-1,-1
5760,education,1,1
5761,education,-1,-1
5763,education,1,-1
5767,education,-1,-1
5769,education,-1,-1
5770,education,1,1
5772,education,-1,-1
5778,education,-1,-1
5782,education,-1,-1
5784,education,-1,-1
5787,education,-1,-1
5790,education,1,1
5793,education,-1,-1
5796,education,-1,-1
5799,education,-1,-1
5802,education,-1,-1
5805,education,-1,-1
5809,education,-1,-1
5810,education,1,-1
5813,education,-1,-1
5817,education,-1,-1
5819,education,1,-1
5824,education,1,1
5826,education,-1,-1
5835,education,-1,-1
5838,education,1,1
5841,education,1,1
5844,education,1,-1
5845,education,1,-1
5847,education,1,1
5848,education,-1,-1
5852,education,1,1
5856,education,-1,-1
5860,education,-1,-1
5865,education,-1,-1
5868,education,-1,-1
5871,education,-1,1
5874,education,-1,-1
5877,education,-1,-1
5879,education,1,-1
5881,education,1,1
5884,education,-1,-1
5890,education,1,1
5892,education,-1,-1
5893,education,1,-1
5901,education,-1,-1
5903,education,1,-1
5907,education,-1,-1
5910,education,1,-1
5911,education,1,-1
5913,education,-1,-1
5918,education,1,1
5919,education,-1,-1
5922,education,1,-1
5924,education,1,1
5926,education,-1,-1
5928,education,1,-1
5931,education,1,1
5937,education,-1,-1
5940,education,-1,-1
5943,education,-1,-1
5944,education,1,1
5946,education,-1,-1
5952,education,1,-1
5956,education,1,-1
5959,education,1,-1
5961,education,-1,-1
5968,education,-1,-1
5970,education,-1,-1
5978,education,-1,-1
5979,education,-1,-1
5981,education,1,1
5982,education,1,1
5985,education,-1,-1
5988,education,-1,-1
5990,education,1,-1
5991,education,-1,-1
5993,education,1,-1
5994,education,1,1
5996,education,-1,-1
6003,education,-1,-1
6004,education,1,1
6011,education,1,-1
6012,education,1,-1
6015,education,-1,-1
6018,education,1,1
6020,education,-1,-1
6024,education,-1,-1
6026,education,1,1
6027,education,-1,-1
6033,education,1,1
6034,education,-1,-1
6036,education,-1,-1
6041,education,1,1
6045,education,-1,-1
6048,education,1,-1
6049,education,1,1
6060,education,1,1
6061,education,-1,-1
6063,education,-1,-1
6066,education,-1,-1
6069,education,-1,-1
6073,education,1,-1
6075,education,-1,-1
6078,education,-1,-1
6083,education,1,1
6087,education,1,-1
6088,education,1,-1
6090,education,1,1
6095,education,1,1
6101,education,-1,-1
6103,education,-1,-1
6105,education,1,-1
6107,education,1,-1
6108,education,1,-1
6114,education,-1,-1
6120,education,-1,-1
6122,education,1,-1
6123,education,-1,-1
6133,education,-1,-1
6135,education,-1,-1
6138,education,-1,-1
6144,education,-1,-1
6148,education,1,1
6150,education,-1,-1
6153,education,-1,-1
6156,education,-1,-1
6162,education,1,1
6163,education,-1,-1
6165,education,-1,-1
6168,education,1,1
6169,education,-1,-1
6172,education,1,-1
6177,education,1,-1
6180,education,-1,-1
6183,education,-1,-1
6184,education,1,1
6186,education,-1,-1
6201,education,1,-1
6204,education,-1,-1
6206,education,1,1
6210,education,-1,-1
6213,education,1,1
6219,education,1,-1
6225,education,1,-1
6228,education,-1,-1
6231,education,-1,-1
6234,education,-1,-1
6240,education,-1,-1
6246,education,-1,-1
6249,education,-1,-1
6258,education,-1,-1
6264,education,-1,-1
6270,education,-1,-1
6273,education,-1,-1
6283,education,1,1
6285,education,1,-1
6294,education,-1,-1
6297,education,1,1
6300,education,-1,-1
6303,education,-1,-1
6306,education,-1,-1
6309,education,-1,-1
6311,education,1,-1
6315,education,-1,-1
6318,education,-1,-1
6321,education,-1,-1
6325,education,1,-1
6327,education,-1,-1
6333,education,-1,-1
6336,education,-1,-1
6339,education,1,1
6342,education,-1,-1
6348,education,1,1
6349,education,-1,-1
6351,education,-1,-1
6352,education,1,1
6354,education,-1,-1
6355,education,1,1
6360,education,-1,-1
6363,education,-1,-1
6366,education,-1,-1
6367,education,1,-1
6369,education,1,-1
6370,education,-1,1
6373,education,1,1
6374,education,1,1
6375,education,-1,-1
6378,education,-1,-1
6382,education,-1,-1
6386,education,-1,-1
6390,education,1,1
6391,education,-1,-1
6396,education,-1,-1
6402,education,1,1
6403,education,-1,-1
6408,education,1,1
6411,education,-1,-1
6420,education,-1,-1
6421,education,1,-1
6423,education,1,-1
6425,education,1,-1
6426,education,-1,1
6429,education,-1,-1
6432,education,1,1
6438,education,-1,-1
6441,education,-1,-1
6447,education,-1,-1
6450,education,-1,-1
6454,education,1,-1
6457,education,-1,-1
6459,education,-1,-1
6460,education,1,1
6462,education,-1,1
6465,education,-1,-1
6466,education,1,1
6468,education,-1,-1
6472,education,-1,-1
6478,education,1,1
6480,education,-1,-1
6486,education,-1,-1
6488,education,1,-1
6492,education,-1,-1
6493,education,1,1
6495,education,-1,-1
6498,education,-1,-1
6501,education,1,-1
6507,education,1,-1
6513,education,-1,-1
6516,education,-1,-1
6520,education,-1,-1
6528,education,1,1
6531,education,-1,-1
6533,education,1,1
6534,education,-1,-1
6537,education,1,1
6542,education,-1,-1
6546,education,-1,-1
6549,education,-1,-1
6552,education,1,1
6555,education,-1,-1
6556,education,1,1
6558,education,-1,-1
6561,education,1,-1
6564,education,-1,-1
6567,education,1,1
6573,education,-1,-1
6576,education,-1,-1
6579,education,-1,-1
6583,education,1,1
6585,education,-1,-1
6595,education,1,-1
6597,education,1,1
6599,education,-1,-1
6600,education,-1,-1
6602,education,1,1
6603,education,1,1
6605,education,-1,-1
6607,education,-1,-1
6612,education,-1,-1
6619,education,-1,-1
6621,education,1,1
6623,education,-1,1
6624,education,1,1
6625,education,-1,-1
6627,education,-1,-1
6631,education,-1,-1
6638,education,1,-1
6639,education,-1,-1
6642,education,-1,-1
6645,education,-1,-1
6647,education,1,-1
6648,education,-1,-1
6651,education,-1,-1
6654,education,-1,-1
6657,education,1,1
6658,education,1,1
6660,education,-1,-1
6666,education,1,1
6669,education,-1,-1
6673,education,-1,-1
6675,education,1,1
6681,education,-1,-1
6683,education,1,-1
6685,education,-1,-1
6688,education,-1,-1
6691,education,1,-1
6693,education,-1,-1
6694,education,1,1
6702,education,-1,-1
6704,education,1,-1
6705,education,-1,-1
6708,education,-1,-1
6711,education,-1,-1
6714,education,1,-1
6717,education,-1,-1
6723,education,-1,-1
6726,education,-1,-1
6729,education,-1,-1
6735,education,-1,-1
6742,education,1,-1
6744,education,-1,-1
6750,education,1,1
6754,education,1,1
6756,education,-1,-1
6759,education,-1,-1
6762,education,1,1
6766,education,1,1
6768,education,-1,-1
6771,education,-1,-1
6772,education,1,1
6784,education,-1,-1
6786,education,-1,-1
6788,education,1,-1
6789,education,-1,-1
6792,education,1,-1
6796,education,-1,-1
6797,education,1,1
6798,education,-1,-1
6801,education,-1,1
6810,education,-1,1
6811,education,1,1
6812,education,-1,1
6816,education,-1,-1
6818,education,1,-1
6825,education,1,1
6826,education,-1,-1
6828,education,-1,-1
6831,education,1,-1
6836,education,-1,-1
6837,education,-1,-1
6840,education,-1,-1
6846,education,1,1
6852,education,-1,-1
6855,education,1,1
6857,education,-1,-1
6861,education,-1,-1
6864,education,-1,-1
6867,education,-1,-1
6873,education,-1,-1
6879,education,-1,-1
6882,education,-1,-1
6886,education,-1,-1
6888,education,1,-1
6891,education,-1,-1
6894,education,1,1
6896,education,-1,-1
6900,education,-1,-1
6912,education,-1,-1
6915,education,-1,-1
6917,education,1,-1
6918,education,1,-1
6927,education,-1,-1
6928,education,1,-1
6933,education,1,-1
6936,education,-1,-1
6939,education,-1,-1
6942,education,-1,-1
6948,education,-1,-1
6954,education,-1,-1
6957,education,1,1
6958,education,-1,-1
6960,education,-1,-1
6963,education,-1,-1
6965,education,1,-1
6966,education,-1,-1
6969,education,-1,-1
6972,education,-1,-1
6975,education,-1,-1
6982,education,-1,-1
6987,education,1,1
6996,education,-1,-1
6999,education,-1,-1
7005,education,-1,-1
7008,education,-1,-1
7013,education,1,-1
7014,education,1,1
7023,education,-1,-1
7029,education,1,1
7030,education,-1,-1
7032,education,-1,-1
7035,education,-1,-1
7038,education,-1,-1
7041,education,-1,-1
7043,education,1,1
7047,education,1,-1
7053,education,-1,-1
7055,education,1,1
7056,education,-1,-1
7062,education,-1,-1
7065,education,1,-1
7068,education,-1,-1
7071,education,-1,-1
